Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1757142855.92,2366666615.56,1776842097.16,1087273103.70,598961269.30,714046821.09,865559879.40,1028087972.31,1127806944.62,1327748689.88,1543606345.12,1763536304.54,1873671550.35,1747011857.33,1280177838.72,1454430642.45,1731198022.47,1768619058.35,1758176653.08,2023324407.28,2366398119.86,2735558734.74,3455030060.98,4223152739.04,5446433157.40,5836137329.63,7131771014.70,8750104617.17,10192846339.40,11983252626.55,13279245886.39,14426380125.65,15912501722.61,17071155481.50,18141641089.80,18740561512.56,18981805250.24,18827148530.93,15468785203.75,15843155731.26,16502933121.34,
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313540067.93,2717998687.71,2838485353.96,4690415092.54,5843579160.90,7941744492.24,9599127050.18,11718795528.56,13690217333.59,15751867489.44,17247179005.52,17391056369.23,17260364842.45,17649751243.78,19152238805.97,20082918739.64,21159827992.04,21497336498.84,22022709851.41,24827355014.93,29118916105.47,35399582928.69,38443907042.12,39927125961.53,44016799515.75,46880103080.60,48095213746.60,49929337836.82,51147308774.13,53027680685.90,54901519155.56,51605959131.27,31712128253.80,23131941556.78,20992421948.81,20078620356.99,,
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,190495600.00,183920900.00,191861800.00,200229600.00,218929100.00,229260800.00,244459500.00,261024300.00,276820700.00,306961800.00,323099700.00,341543100.00,368098000.00,386968300.00,486955000.00,577549300.00,596675700.00,673010600.00,717240400.00,814067900.00,854711500.00,846514500.00,863933200.00,823374900.00,848478300.00,851296100.00,840964400.00,972800000.00,1038300000.00,786300000.00,384400000.00,348000000.00,223500000.00,160400000.00,132200000.00,134800000.00,159400000.00,295900000.00,359600000.00,441800000.00,874000000.00,906000000.00,927000000.00,748000000.00,897000000.00,949000000.00,1119000000.00,1373000000.00,1726000000.00,1768000000.00,1998000000.00,2398000000.00,2791614000.00,3177198100.00,3225652000.00,3227075700.00,3398419600.00,3390703400.00,3422754800.00,3319596500.00,3176126300.00,3513049500.00,4001047000.00,4390000000.00,4779300900.00,
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,401644248.94,443905612.04,619725784.91,892327910.67,1341395421.44,1804979680.41,2312438535.82,2726986912.81,3850623094.95,4380987481.21,4601649451.34,5260185125.42,6299395543.96,8625889429.58,15112543717.13,14710912457.65,19096943016.57,22428297107.59,22136422643.40,30536429496.94,40953924948.74,36374353880.40,33760146990.57,33200520139.97,29476109152.75,31530566324.27,24180400959.43,26697659334.69,24308959591.20,25156707899.15,28904183602.48,31991821264.71,33887047909.27,30660051910.50,28610549763.47,25541379186.65,27884615384.62,30700897874.87,27251301398.28,35975860857.12,38270954138.11,34112093927.25,20481889763.78,26265625000.00,33122307692.31,47334691241.49,60094231606.64,68032978390.60,86710767415.14,60808562033.42,75380825062.42,48169263294.10,92540938129.13,75351107029.06,57372355592.02,48717501321.31,49912073701.30,67157452181.77,76686029772.15,69254496471.69,46854285440.64,35217995647.29,43246297921.85,44027664915.19,48487151215.35,
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,170370370.37,194444444.44,183333333.33,197037037.04,251481481.48,284444444.44,340000000.00,375555555.56,429629629.63,486666666.67,579629629.63,613703703.70,674074074.07,684814814.81,713703703.70,762962962.96,788888888.89,805925925.93,877407407.41,921851851.85,932592592.59,892592592.59,900000000.00,987407407.41,1066666666.67,1135555555.56,1268319185.19,1336088814.81,1437731111.11,1401507888.89,1482385185.19,1568370370.37,1598207407.41,1660392592.59,1749185185.19,1807640740.74,1868544444.44,1998503703.70,2060955555.56,2095344444.44,1499274074.07,1867185185.19,2342714814.81,2430166666.67,2549062962.96,
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,79218932628.49,87692579907.18,92148671651.07,100158104358.28,111297635699.79,119597691837.21,131678790598.88,134312213003.60,144144177278.74,160995419131.46,175637927080.04,195901356042.97,220380603348.14,293150378387.26,379786194845.66,398144710055.56,436627884665.32,479581065121.98,574059347260.85,644166219532.58,783357461518.48,894809026625.00,823242879546.79,726364223327.03,764196791084.12,755578018483.55,765106455717.53,821070824144.01,900611858814.78,994556604300.39,1107441262339.26,1189414692505.63,1299088443758.27,1537131292681.77,1795767672640.37,1942345662514.93,2100954040906.87,2303665775071.88,2331974870872.79,2107674084250.93,2326960774300.02,2282616677666.16,2052785902058.93,2091901136740.59,2405470231955.35,2903225603459.67,3397326808458.12,3998763004207.04,4644093134666.99,4357538584711.37,5397900660485.76,6139415369063.72,6202552292365.06,6252550709058.29,6217846355596.35,5289615626446.62,5148746106826.83,5715057427671.23,5581100995040.84,5473432644126.84,4627348896643.87,5382862734265.64,6144995160894.64,6910660006084.82,7110323254687.35,
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,28083812111.39,29364630537.17,31794976804.83,36519313157.90,33150184766.75,37295152841.75,40642209234.37,41311581927.70,44098255412.44,48788461658.14,47218105706.91,49607713412.66,51305821254.55,62437242595.60,77769806980.11,93635062502.82,86257896218.44,94941848284.40,111733881980.37,122428376570.85,135711328907.84,138755507284.49,140164853789.32,138441291087.96,140661649667.25,153684956266.85,133832578080.49,142313431547.15,156208594276.22,167638883839.74,192676554736.41,208817559381.57,165222858380.94,171010929694.39,167739197113.28,172090832187.70,181564624034.66,189339949637.89,192210175844.32,197805141980.58,224563948593.22,216585977130.13,238996622513.99,270939350485.98,311791760903.57,370633296538.89,430714424840.41,517254081241.05,635557886673.68,628162084945.04,711250147781.57,810122964149.02,849599155573.47,924685867947.03,993379212416.68,946044369982.56,952622086763.39,1044504274790.04,1116339519831.80,1169366192253.69,1179778077659.19,1303898952961.36,1474237106700.91,1459966948607.94,1536272727812.71,
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,17168631140.74,18643486433.10,21687971434.13,22138606272.57,24678547941.98,27615304466.79,33022563725.26,41317575283.78,48858798819.99,51353443144.91,59469573577.22,69326192103.98,73361506554.39,82239917972.79,83576565929.63,83687327649.10,79883109897.11,78581550455.14,73755909045.90,77699611464.60,81699510513.39,88552567441.02,95849966757.20,120057505114.01,134410439130.97,92686061462.64,102326411883.93,97114664248.59,88805408699.65,84839243701.40,90885588132.02,93088605277.37,93786312226.50,116766456835.92,109982758250.17,122332129722.93,136842895163.45,159851128459.56,193441903012.91,224500542226.20,271818539738.55,324480751168.20,314283743126.40,354666141780.16,384118933677.74,351076378355.80,359280509583.97,378789607464.82,361782469708.52,317624904429.65,326806567421.38,341989728902.81,352056761148.89,339434568554.00,375494019860.55,434268149844.66,434043376409.57,469282282632.52,
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,90099360.84,104889795.33,124940289.32,165928881.56,193980464.88,246389101.85,272489300.47,303493119.48,436912067.78,503173104.39,534699362.90,511647750.12,522096760.29,524023624.89,502620991.85,529073612.45,779357802.50,1052848995.97,1161757671.02,1119983801.21,1421509216.37,1484160302.15,1631177029.45,1673085244.69,1948129622.75,2428525060.70,2504012993.42,2298389802.89,2479699106.02,2664105901.19,2483889858.32,2491800558.78,2688618747.38,3070803051.42,3454373797.74,3659319116.88,4000102086.15,4601429897.21,5081479840.09,4504375348.07,5082337238.45,5739706004.90,5456102482.29,6391708310.68,6657526979.72,6268515276.17,6237302033.50,6474308717.85,6692620691.84,6436467007.12,6405870210.32,7912602342.19,7426856242.77,8239379403.22,,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1409873949.58,1444327731.09,1434156378.60,1240672268.91,1309747899.16,1698319327.73,1751470588.24,1859465020.58,1801344537.82,1965546218.49,2296470588.24,2369308600.34,2553936348.41,2875625000.00,3574586466.17,3791298145.51,3591319857.31,4104509582.86,2733183856.50,3364611432.24,4024621899.58,4415844155.84,4768765016.82,5167913302.17,6043474842.77,5978460972.02,6405210563.88,6682167119.57,6978371581.26,6987267683.77,8032551173.24,9000362581.58,9703011635.87,10338679635.76,11717604208.82,13029697560.98,13897738375.25,15091913883.71,15760736956.19,15711933513.28,16595882818.69,15749753804.83,16536535647.08,18881765437.22,20662525941.30,24405791044.78,28267410542.52,32350238760.42,40713826215.01,42066224093.01,58636049434.19,67753285896.63,70447217163.78,76976203829.48,82531125190.52,85090301052.05,88000211171.60,94369350285.58,94450015982.84,88998706296.58,84335574581.51,88556698937.70,74143020262.81,83716142582.19,98963185509.65,
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,85718645234.66,91375597712.03,92791537815.29,102654850184.89,115346299528.00,123581597701.26,112803578667.61,120384771269.33,127756036298.99,141434554930.94,153169378390.73,159556712408.83,170263867209.73,200259091709.45,247655819081.37,271278823692.05,286867975882.66,322288055456.46,363478849935.63,421417164523.23,513985968986.67,637967861997.79,633606953005.59,600666177720.46,576332075858.02,615045341856.56,617956032262.18,673706631510.73,695226297684.47,680922887878.65,740238512582.88,708795018511.74,740203715946.42,748820827088.18,842207417522.63,1000044233254.53,1139140506577.02,1195244281130.43,1220564670913.05,1125872529409.91,1188901754149.27,1200797924687.21,1268651516969.16,1440541629623.40,1658632867564.48,1911233818659.46,2239017341158.09,2739324307629.08,3030654277104.28,3161039130467.91,3803232283642.59,4244475908827.19,4486071662557.55,4743115979872.43,5122618957687.69,5110516313268.72,5319173245722.59,5770458203695.00,6022782110520.98,6527442965633.65,6297797215276.78,7124669005626.30,7588963714927.97,7684634708973.70,7941312381464.47,
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,266021244949.63,269458553802.49,273695782536.95,303550507362.77,340150418908.56,375605759539.85,389671309317.08,399982283509.46,424043720695.81,474510876551.70,517798557827.84,556845652683.82,625484658981.06,797478916024.53,1015201398786.56,1123004704927.99,1208279928792.57,1356510872563.03,1506201220791.09,1746166507113.12,2063168719320.92,2310481365169.78,2277766381213.81,2206821650115.94,2267460248865.09,2354530879715.06,2404562901474.37,2482143781544.16,2648573640088.11,2839487150072.38,3263494792021.67,3169382414487.01,3325666270038.26,3598961041743.57,4036347707441.04,4678566130116.00,5194254625956.01,5514476962092.25,5415602499519.29,5213581699462.51,5671239614656.74,5681863488447.16,5796572765879.18,6490136867597.50,7615565811852.92,8995715621844.56,10593347613572.90,13011853510452.50,15453988213684.30,15495760307663.90,18849216312613.70,22198034859579.40,23600257695748.40,25060996541842.20,26234553744932.30,25457289049147.50,25722739836843.30,28123682410171.20,29945950603040.90,30863484502772.90,29882663470187.90,35235417682028.00,36965295357847.50,38059330027172.90,39397098753614.40,
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,34579986.17,35699985.72,41859983.26,47039981.18,51939979.22,54879978.05,56699977.32,59261976.30,61445975.42,65967973.61,68739972.50,76480285.00,80913200.43,121188715.76,150851316.53,149558895.91,147660036.92,193315048.33,266570066.64,290134592.52,431542536.66,434188034.19,348741683.67,386699308.86,333163670.28,268629925.85,318858422.99,402768324.48,470395800.60,495409232.63,596410263.74,704325366.72,831029861.70,835582062.48,878250945.28,1001894000.28,946112492.84,998004258.72,928460893.11,912773681.05,887291687.92,825706961.24,775777238.56,1157825434.79,1511236655.52,1682343527.49,1800092563.75,1682131784.51,1766902709.20,1740894964.81,2234754241.92,2579409619.97,2477702216.27,2367112931.64,2441063054.06,2359686724.54,2114426452.20,2306741672.29,2556247292.00,2390702295.83,2053699864.00,2412130056.56,2354980960.03,2117962445.37,2271759454.51,
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,183858546617.44,170881037955.18,174094667934.87,189931663020.20,208296557346.01,233446890704.18,259994255595.18,261259999430.18,265793115767.98,296283576150.95,336904804054.14,374774456804.48,431342028444.51,560342627217.07,673221564295.67,743236954063.47,801479229230.01,929935807412.12,967902612778.32,1152356948339.41,1321502317179.90,1385129661927.59,1397225179816.17,1293502574114.76,1350058406704.66,1459397301664.14,1551004683364.39,1637762989831.09,1787018955182.41,1905240160845.64,1971099528291.61,1982355141885.90,2021843649053.88,2104911596639.27,2444599209041.13,3029780056867.20,3341467252786.49,3499555307550.27,3374867404617.89,3122215745185.94,3427507985097.52,3545543381138.98,3760831882469.91,4286645021053.17,5151932849607.40,6211017343931.32,7496022909104.78,9445303058887.28,11750024639145.10,11368232780191.90,13679708028983.90,16665376541950.80,17836300107332.00,19233518032034.20,19998109576538.40,18797219107172.10,18841937712407.00,20889290142886.50,22907660419321.10,23366567397285.60,22869539211355.00,27284231194748.90,28550398557203.30,28934446547714.40,29979152245112.60,
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7921210339.58,8430207164.44,10168271903.32,11289161847.22,11022095813.55,11550695727.23,12260761329.31,14282292664.60,18809197969.54,22743164431.20,26105207115.31,30116192746.89,39729151614.67,47831254207.52,37494380038.92,36638128534.06,43186501862.79,42709372066.86,46303660422.04,48306546656.93,41540954817.20,42970749245.03,47756764508.45,54261795148.54,55122066225.80,57412038533.27,67037321008.97,71033884499.78,79789877416.17,84869215513.36,
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,709941874.04,710163719.41,747846862.21,797902154.24,910877686.27,929477284.79,976717015.46,983052314.93,1075561622.81,1245432991.34,1457768455.02,1518773421.38,1901697369.63,2609875802.11,3183637116.82,3123333333.33,3423586206.90,3789321328.08,4718539772.00,5516982663.73,6019805490.41,5053665797.48,4602316793.22,4524217751.48,4438435492.88,4577211767.10,6685595087.59,8320902215.02,9418167855.18,10037674037.67,12778792853.69,13834219728.29,15518702634.88,15925521222.01,17701798890.76,20853093869.73,20895314657.98,19563836265.22,20150053345.19,21899317598.84,21230182989.30,21387533703.23,23649833332.17,29667268248.13,35064843792.90,37672280120.48,42910146296.06,51587401415.79,58844277701.53,54467289897.56,56213985987.42,61696281326.25,59776383527.36,65203276466.98,68804811897.64,60071584216.14,62216885435.95,65712180342.98,71085623495.11,69872035113.65,73670782100.39,86386759695.17,80801680397.01,88788881539.39,93279851863.41,
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5608208784.94,5799465288.41,6349481006.53,6974112951.27,7324192889.74,7761252607.18,8190888739.65,9249030241.02,11244337719.84,13827070378.56,16306935905.41,20434922247.30,29420499247.71,34135200994.01,25691530442.04,23468324572.33,26575547900.82,27116149948.67,29152128167.84,30277203767.41,26344565876.89,27117105059.51,29391059767.43,33247935477.36,33099503950.85,33379927434.61,38183326784.93,38003198508.91,42779550936.84,43684254432.36,
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,1142497718.78,1133013235.10,1304361353.27,1362072159.95,1532105070.19,1957724829.36,2288761822.51,2705665492.02,3246481233.24,3765249711.09,4914365189.05,5665606114.80,6311207779.92,7046147736.92,7176892950.39,7267570892.70,6796914861.66,6547169929.37,6773944355.15,6860272608.45,7371692774.43,8246479565.94,10643253553.18,12160056122.38,14874098691.91,18439981612.41,21027018332.67,21589540350.71,28244172833.60,36848881944.69,43193350975.69,51559125350.24,54930501310.30,44940613353.10,44964868323.76,50297028370.67,55076322634.34,55025172016.00,25280064167.73,30633941629.36,24929307447.32,45626467279.89,49467258923.32,
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775875748.52,,,772921958.53,,,,,652206037.10,,649206262.85,,,,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2037154741.93,2025693539.56,2379611124.61,2657252578.31,2798345298.58,2948331090.47,2876401297.11,3046345314.39,3271422332.62,3651622668.95,3956336244.12,4356669034.34,5074117544.77,6242145880.09,7675466449.36,8984853005.08,9584297284.28,11049783871.81,13236946233.58,15911994817.31,21728516153.09,17788185478.94,17692276734.17,16251408127.57,14824667954.37,14991283215.74,19462085540.22,21765195948.19,25705296183.50,26314313191.18,30179954774.99,32285573573.92,33711069430.78,31655473663.83,35604137422.58,39030285468.38,43161571527.64,39147844526.08,46497608724.99,46266428648.14,43017455401.84,43831480207.64,47077192187.64,58029363354.28,66114145451.01,68852658068.67,75883823300.85,86947913286.73,101822906949.06,101154952240.88,100865329473.44,110080631332.38,106937392311.13,115739287305.08,119130841411.66,110413823841.59,111572947004.92,118540573367.84,127341147581.82,128920266409.46,121353645057.14,142022058447.23,131245312804.48,146036093666.76,160610994054.73,
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,293127333.24,327706210.44,402451900.82,523554039.20,563949254.11,711978961.89,735324244.67,811191392.22,1000555218.03,1209870147.49,1378175524.11,1205188647.93,1143216456.57,1092560364.52,1037329604.35,1082867507.33,1515234743.47,1839081463.28,2000704744.92,2010083833.17,2481307077.11,2480540845.33,2737049230.70,2574494355.73,2720332134.54,3130309995.31,3137886994.52,2840195190.37,2934593467.69,2907118641.18,2654462665.27,2673723033.71,2919647981.81,3597089750.78,4043551488.83,4204652898.73,4586826512.71,5875790766.26,6502942244.93,5474379252.34,5367561569.60,6088689808.38,5742749294.01,6555591709.89,7070017323.65,6264756528.38,6471290793.55,6430254652.59,7184333936.01,7383496254.24,6730736282.79,8623242743.30,8800430486.17,10003892565.20,11125783372.48,
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3592857043.05,3094565870.64,2319243435.96,2371813323.57,1702314267.59,1752999370.46,1695122173.91,1930081168.83,1698717504.66,1170782957.37,1288429391.80,1480673594.06,1661818168.42,1980907434.77,2598249555.90,2988342907.03,3408255450.55,4401173151.94,6054824248.24,5439434271.79,6974982369.60,8414352020.49,8709138634.83,9496717875.52,9402090137.74,7797667196.73,7980917075.77,9514404016.21,11252353420.88,11736797054.70,11530746234.45,13691869264.08,14525337523.73,16711906746.21,18200340853.65,
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,673081724.75,699161944.56,739286907.59,759345863.73,802482183.73,833563473.00,900264584.59,956436932.10,1031669637.40,1056391055.60,1111859570.88,1199507631.08,1341590690.41,1653062335.00,1917508190.05,2283049215.35,2181844178.55,2358930406.07,2669755115.11,3463565853.81,5201818347.80,4759333998.37,4784977325.96,4686457031.23,3905938480.86,3802557894.87,4347989788.09,3212900555.81,3189456965.05,3175638332.64,3931334875.01,3254713056.02,3714966678.33,4063298919.29,3522227092.23,3838100903.75,4931861038.71,4262965419.75,4401967632.74,4277903780.29,4629247203.85,5438332601.91,5351701663.41,6372498889.67,5064732626.29,5859269752.61,6395712490.94,8524620889.58,10725137723.65,9616879409.44,9982711338.07,11551819617.87,11578975061.95,12423555455.39,12522957399.23,11323020701.30,11848613858.44,13176313593.55,13760033282.29,14104664678.51,13051441203.95,14354731964.33,15325603272.61,15869945477.85,17420501490.12,
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,19328038.32,21566404.02,25177137.53,30862041.60,39120171.25,24540877.60,22399467.11,20853788.71,24369109.14,38523364.49,42463576.16,44781456.95,47911340.18,57829787.23,109503546.10,127190757.96,141882254.23,141223029.38,168514513.38,189514434.24,215043969.85,244396761.92,284875809.04,322417837.16,356014932.14,398988954.97,450382327.95,508223602.38,540096397.62,589239753.61,624337145.28,870031676.80,897031250.00,1052121054.69,1226829562.50,1163362437.50,1575200390.63,1868383460.94,2271646187.50,2345294875.00,2588176054.69,2774350240.05,2886163997.21,3295009237.50,3697353039.20,4129505319.13,4409942623.86,4816426256.53,5404344162.70,5726094799.38,3712604583.37,5252457369.55,6177123352.26,6621008703.96,7061608267.25,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,GDP (current US$),NY.GDP.MKTP.CD,29024394854.70,30987037284.52,30832534298.40,33981027251.59,37876511285.13,41652574542.00,44827741482.14,48702681113.62,55355053152.99,61449134768.69,69470512932.99,79185015019.21,93296927794.66,121486691403.82,220685922800.52,242549831549.76,301309936336.04,349601963146.59,371543137662.64,483140591969.34,621242313345.80,640118605672.84,641806002410.86,649495126896.61,656414744180.42,668194186438.67,676559260256.53,631785127853.38,631604979804.19,651160308645.27,836905738017.19,673738601159.40,711056428594.90,666711698357.69,703469153116.36,779385146780.06,863000127660.97,900773851360.49,882028072740.28,954730386631.29,1098757920690.97,1090545600290.90,1084279807640.54,1208917725723.26,1425161843634.64,1696919964189.20,1984658175210.17,2340843268764.84,2889953352465.81,2605610958503.18,3041621845298.68,3662713826837.54,3951058204949.10,3915741985695.48,3955125832586.57,3558416509933.66,3624240285092.23,3795353115732.68,4050508431278.92,4019889117584.40,3587451756047.23,4310652927209.13,5030925398736.26,4905729965245.33,5094721946852.29,
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,13040000000.00,14160000000.00,15200000000.00,16960000000.00,20080000000.00,21840000000.00,24320000000.00,26560000000.00,29360000000.00,32480000000.00,35520000000.00,39200000000.00,45200000000.00,55280000000.00,72000000000.00,88000000000.00,88875923765.07,81912018783.50,102648570299.12,134531900898.93,205577055465.99,263797827860.49,184602611609.52,156167000432.99,184230754105.39,195241069482.08,134556034672.99,147542558208.89,181611150496.79,221403098266.77,261253675692.84,313139656145.75,363157832923.73,530160763662.54,553618247900.74,380157469866.85,432157945024.43,523449530464.26,557461102630.66,631249359702.39,742061329749.13,796064590549.14,810666116401.92,765549967703.27,819459227375.02,917571853529.10,1020265057882.01,1102355554971.95,1161553459715.10,943437415024.63,1105424238731.09,1229013703416.76,1255110424817.79,1327436290282.67,1364507717614.13,1213294467716.88,1112233497452.70,1190721475906.00,1256300182879.73,1304106203902.45,1121064767308.42,1316569466685.95,1466934724293.06,1798317581486.88,1856365616165.94,
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,8408486.00,9116810.00,9973652.00,11607366.00,15217532.00,16691301.00,18153647.00,20210069.00,22209370.00,25545346.00,26710653.00,31020000.00,34918000.00,41749000.00,45144000.00,43879000.00,55989000.00,62983000.00,70688000.00,72798000.00,78476000.00,82507000.00,91063000.00,99461000.00,108071000.00,120230000.00,110858000.00,109884700.00,112070100.00,113352100.00,114838500.00,122406100.00,131960000.00,131128500.00,132900000.00,138000000.00,143200000.00,150500000.00,146600000.00,151200000.00,161100000.00,172300000.00,180700000.00,186400000.00,186000000.00,183700000.00,201800000.00,213700000.00,220000000.00,232900000.00,241800000.00,261245544.43,258723510.74,263761322.02,290108489.99,
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,254380808746.11,257716293344.37,260604632869.29,287120112863.84,326748563780.28,359974228362.06,373234480844.20,384168439192.97,406933448658.39,454719632225.34,497394778758.20,534228369111.71,600161045167.55,766886718376.92,976815722583.87,1078098104980.05,1160904820760.72,1301917067253.38,1443031406577.86,1678362101290.79,1986493674210.98,2231371215509.14,2198750357109.47,2131216215695.98,2192549478802.40,2282956356062.72,2329597450033.40,2403584804619.80,2563703586650.78,2747806444501.31,3150623904402.63,3044708628353.40,3237107286358.01,3501345257040.16,3942384848752.36,4590529240161.89,5108551494540.33,5422776104608.38,5322192219238.79,5120006885011.03,5556546271414.67,5573293851565.58,5676642577370.01,6355971327725.68,7458787938489.61,8806342066459.55,10373325425938.60,12745162554495.10,15135753455448.70,15187183923617.20,18500106536863.70,21818776039542.30,23251473713360.30,24703471814277.20,25857736813684.70,25097130636126.90,25404351578541.50,27795014626627.40,29601678469854.10,30509054766961.00,29540859400642.80,34855974285498.80,36528767758177.80,37622349618946.30,38925709373017.70,
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4699646643.11,4938775510.20,2436849341.98,2682456896.55,3559608639.98,4707041315.24,4642021256.31,3912986090.97,3765745023.21,3863619284.78,3772859034.21,3709636030.67,4018365747.01,4946296599.08,5682784471.70,6258602872.68,6861226971.56,8336474973.73,9909552434.51,9401736825.43,9407170321.38,10494626767.64,9745261300.58,10817702346.07,11362265252.78,10064519962.57,10672467073.29,11307067069.67,12683068114.24,12606338448.55,12361036913.84,14000283827.02,13932436550.09,15855131188.91,16951682245.42,
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,275494477.59,343771972.99,339913867.09,359772315.10,395218628.92,486617280.26,563683703.30,538747339.96,830710615.18,939228017.25,1049838548.11,1222702572.85,1595422955.64,2704362788.90,2234583940.39,1680304773.44,1496616126.59,1387809614.75,1594347021.37,2132938007.11,2437004679.63,2712207900.70,2824822489.25,3248417790.51,3576562681.84,3680775036.81,3632801877.21,2655768635.57,3373322735.39,3743103419.63,3414879485.63,3894433432.47,4091446054.21,3521570875.91,4124281593.72,4647238256.57,5605613011.29,6485774930.48,7429066951.48,8212007554.03,9699047442.51,11462490840.28,12155217832.88,12710739159.40,15452791789.00,14795114602.64,15747192680.91,17081681993.17,15583181170.41,16743796799.83,18308362040.05,20368015381.24,20477421884.54,20698560938.78,22999245262.67,22539987718.76,24813860598.53,26794747239.88,
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,250728796.29,264578484.77,295106628.34,345616105.88,376081124.27,474618321.46,527936988.79,625563170.67,793673401.64,1001288846.84,1250198601.09,1243509393.62,1234474404.03,1165729706.87,1101807023.05,1117797439.14,1435038441.12,1751293460.69,2019503068.03,2118655676.68,2547328747.51,2750216746.88,3021942758.84,2709193538.43,2998505428.15,3709396044.86,3822547197.25,3787023706.67,4010111688.35,4111857809.11,4036809815.47,4070867133.22,4455127414.46,5418315224.41,6104141520.08,6393234992.55,6749838805.59,7908412305.63,9135419464.96,8734745697.93,9097044159.27,9789361703.07,9609532089.16,10796782636.11,11888032873.83,11340795042.09,12025782834.15,14161366724.20,16153779510.99,16337793530.73,16404663226.46,19739875611.49,18928276162.41,22610561526.15,24971574502.45,
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,545098447.64,605581577.29,634528872.02,598998418.72,411419905.85,367053117.22,293103478.55,420359035.90,559956130.28,571854214.59,563555630.77,587448405.49,662213082.74,719754655.36,1225589878.07,1061107353.67,1204699849.13,873579931.93,935408774.95,952265043.44,1038225167.06,1111000765.29,1481165467.83,1381573615.25,1304063253.04,1478908173.27,1582873750.32,1562448076.66,1541088312.25,2013448228.73,2115193513.30,2069832686.98,2411552288.76,3163020034.64,4432257173.65,5289174942.53,6123556716.81,4722288495.66,6459461639.30,8486832800.88,8905066163.59,6477790688.23,6777632512.08,10467109977.67,10567354056.40,11986972418.51,14502553709.83,20182477480.55,31862554101.94,36906181380.81,49540813342.48,59977326085.99,59937796648.22,60269732854.83,65531374210.32,59607290408.44,63298361983.57,66053040475.03,67860515993.12,75065106243.36,79006113670.28,66345291149.44,62253049903.28,66757619000.00,74068349523.81,
