Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,7566666666.67,7988888888.89,8922222222.22,10355555555.56,11177777777.78,11966666666.67,14100000000.00,15644444444.44,17500000000.00,19466666666.67,17863636363.64,16166666666.67,20650000000.00,26000000000.00,35414285714.29,46042857142.86,51450000000.00,58683333333.33,65912500000.00,89616129032.26,68823684210.53,71180180180.18,64369325153.37,61803555555.56,59937602179.84,67232758620.69,75673037037.04,87190081680.28,90875175808.72,107127191328.94,150655500191.64,151034731543.62,159104772991.85,180415757851.62,130650447499.07,234699627004.04,250366965174.13,263817553748.40,276035372654.61,256673939247.77,274748463178.50,202195080239.04,240778008473.85,315392899922.38,410156784495.95,508314210212.54,559668118237.00,685228481017.03,775415944332.87,653894449921.29,782545664268.33,844192507380.80,885327622479.05,962167643588.93,942343431928.65,865460050683.66,870818016909.84,863874522365.28,788356985773.67,775853144222.61,733628247119.08,839938668172.13,926097476913.82,1141242864657.45,1359123768774.12,
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,2585955.87,2716989.58,2968457.94,3411915.44,4122328.67,4014748.05,3919072.23,3669419.59,3798781.86,4065659.43,4206128.13,4773017.53,4118945.16,4152550.30,4481977.90,3862851.88,4574706.21,5020513.50,7011059.37,8454523.25,9542900.90,10127313.91,10535028.14,10414399.96,11772610.66,11922614.20,13338597.33,13734210.10,13795146.21,14800503.26,15073975.53,13964732.33,16842672.60,19456338.03,22798274.98,22909979.82,24096875.46,28450168.69,31874434.86,28076983.97,32105408.48,39196957.49,39345579.47,38615890.63,38760982.65,36811936.08,41629064.22,45276595.35,48015259.88,54123198.57,51746594.31,60196405.71,59065982.09,62280311.59,,
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,2651729807.39,2826179031.23,3101589992.66,3456579293.45,3748840925.06,3817226546.23,4377998825.12,4565132047.53,4895251824.06,5142066811.47,2851419386.07,3050673517.33,3472787266.10,4144104535.50,4977337978.36,5729917839.54,6472511987.85,7732598995.10,9261675709.83,9804637490.82,11409228086.75,13161540377.58,13927383239.83,14049883809.01,12906635133.16,15328295175.41,10840864521.23,7824193222.12,7406614407.46,6418799006.80,6184384225.03,7197768158.58,6681997469.31,6182872707.83,6550480483.94,7631431840.50,9433528150.37,11158197941.92,12172790056.37,12704334195.82,13371767081.74,13563990022.36,14129651895.69,15211487708.77,16673062473.40,18395383647.50,18619859795.29,21860434823.48,27947821397.93,29400573553.61,32012892919.37,34657140096.48,39650394362.93,45648857242.32,49986726460.68,47413919817.12,49774409374.45,53274884532.79,57003712892.09,61026731925.92,66068737786.06,70655628147.90,75749121842.91,79030935627.08,78844405385.22,
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,423145605.04,441667334.61,449158233.39,516315231.45,589247687.30,884502309.95,925381492.37,967240655.19,1037379252.41,1168556628.87,1259554808.90,1417191656.17,1490970180.60,1701829789.02,2098944967.21,2359555555.56,2447300000.00,2936470588.24,2420260869.57,2139025000.00,1244610000.00,1337300000.00,2177500000.00,2240333333.33,3615647477.05,3519695443.53,3923244049.96,6269522042.12,6508931651.67,5276480799.34,4304399310.31,3321729159.62,2857457761.91,3220439044.19,3990430446.71,5755818842.49,6044585326.94,6269333313.17,6584815846.53,5998563257.95,6193246837.10,5840503868.52,6178563591.12,6606884275.23,7939487547.77,9239221763.06,9977647682.97,11902564494.88,14440404132.20,25127805566.66,26673441430.79,27871725241.47,27305915910.79,28915786516.61,32612397257.45,32387183730.10,29203988696.26,30744473841.42,32927025619.68,35353061003.44,37600368241.67,40529788748.67,45565333210.91,48768955863.32,53911907086.15,
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,64087694038.23,74703517902.66,82709161099.12,81393558423.44,77350733982.45,73945908383.70,65648559903.06,52549580264.81,48213856468.57,44558831005.06,50151531591.73,41882523345.18,31580639553.83,32375083934.82,39309580983.23,43956163612.04,52010355753.05,67220154164.32,89238865118.53,111884752475.25,148733861386.14,188110390659.52,121552153444.12,141209170427.23,169333835201.55,182591753827.95,190498811460.03,133503871861.72,91030967789.07,93355869403.92,112090505081.74,130891088293.55,153883047509.58,156617722013.34,199765859570.94,161989520721.19,181221517868.74,190741262414.71,
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,168301179364.72,165921579245.59,167379651487.49,183977453340.65,210883041645.77,235905563168.85,260316790801.06,263557167698.54,278937183061.18,313018349850.23,343935285669.63,374392771386.03,429646254432.82,566427139124.19,728956068550.65,806608582683.11,873861925668.03,979427152117.78,1079266938526.53,1256625970718.53,1471975200346.02,1591269951981.75,1562915435872.05,1528731873355.89,1615400948383.79,1666632880435.57,1710853569900.45,1727133135624.12,1866029448988.16,2065897165340.60,2410286900177.05,2335833216231.81,2496848264610.53,2752581405019.50,3100243695676.27,3590452706934.99,3969358593677.36,4227484958565.25,4101561215023.74,3994091236934.55,4367611839180.12,4372459590357.57,4407934527692.62,4915357805340.90,5800084346153.38,6895044898247.15,8134238729409.14,10005758018034.10,12105099178344.40,12026144793149.30,14696874253221.10,17574300130715.10,18765402050802.80,19960355834404.70,20735117855997.00,19986614322858.20,20085178332818.90,22024556422932.40,23578896359333.10,23981611801327.30,23243062185366.10,27732726329893.60,28940725480186.10,29939274216922.30,30986054597959.20,
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1242289239.20,1547388781.43,1710004407.23,1539681490.78,1975701816.47,1890767155.53,1809185093.55,1597713469.10,1593674184.56,2004435483.87,2137096774.19,2807258064.52,2189418688.80,3964296443.35,4090209681.97,3538278046.96,3667161241.48,4114670014.35,4910254565.58,7181182224.11,10163020115.73,11048301420.63,9178780077.00,5102276308.45,4850238549.62,4732017873.38,5880112788.41,7367494080.40,8213538368.85,8438951476.07,9298807850.30,11206176650.91,12878148790.73,15002136971.17,17474588895.89,19297663096.55,20515458113.59,23969739233.90,25385886977.52,23983945190.62,22823270892.11,20898761742.24,13606515722.59,12045638351.85,13686329890.12,17362857683.85,19741420739.89,23797773024.40,31119602538.83,32708319077.52,41950361211.96,50342406067.08,54232266358.78,61337621933.79,61496186973.90,57680327998.67,57480787465.27,65005997963.48,65344577415.75,62222313618.85,53559359261.83,60739084240.86,70594110920.04,77991666837.74,80961511073.58,
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,541988586206.90,561940310344.83,603639413793.10,637058551724.14,684144620689.66,741904862068.97,813032758620.69,859620034482.76,940225000000.00,1017438172413.79,1073303000000.00,1164850000000.00,1279110000000.00,1425376000000.00,1545243000000.00,1684904000000.00,1873412000000.00,2081826000000.00,2351599000000.00,2627333000000.00,2857307000000.00,3207041000000.00,3343789000000.00,3634038000000.00,4037613000000.00,4338979000000.00,4579631000000.00,4855215000000.00,5236438000000.00,5641580000000.00,5963144000000.00,6158129000000.00,6520327000000.00,6858559000000.00,7287236000000.00,7639749000000.00,8073122000000.00,8577554457000.00,9062818202000.00,9631174489000.00,10250947997000.00,10581929774000.00,10929112955000.00,11456442041000.00,12217193198000.00,13039199193000.00,13815586948000.00,14474226905000.00,14769857911000.00,14478064934000.00,15048964444000.00,15599728123000.00,16253972230000.00,16843190993000.00,17550680174000.00,18206020741000.00,18695110842000.00,19477336549000.00,20533057312000.00,21380976119000.00,21060473613000.00,23315080560000.00,25604848907611.00,27292170793214.40,28750956130731.20,
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,8523160592.61,10722799639.31,11948815258.11,13362340337.87,13800167711.50,12953801760.24,13099920055.96,12899074922.38,13350461265.00,13948892215.57,14744603773.58,14988971210.84,17078465982.03,13760513969.31,11401421329.20,9687788512.80,10134453435.46,12030023547.88,14307509838.81,17330833852.92,22311393927.88,29549438883.83,33689223673.26,49765676402.45,60178909297.21,67517349212.06,73180037914.91,80845385809.45,86196264755.31,86138288644.17,69703222282.73,58695899092.11,67293639798.40,66443265418.31,77340060003.03,90095926567.44,102641879248.76,114965293466.61,
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,13066634.00,13999965.00,14524963.69,13708299.06,14758296.44,15108295.56,16099959.75,15835106.03,15350000.00,16650000.00,18450000.00,20051922.33,27585804.87,30165081.09,32923702.73,33237225.99,32792844.68,49353161.85,60844771.48,71096359.63,82340339.63,102086539.26,113759203.33,122255349.63,135024987.78,145641705.19,160846656.67,175580647.41,200726712.59,214745002.22,240366666.67,254829629.63,277955555.56,286307407.41,289437037.04,316007407.41,331488888.89,347770370.37,373618518.52,390718518.52,427946037.04,462072333.33,487763851.85,509090888.89,549900185.19,579948925.93,643501148.15,713596666.67,732663259.26,714300259.26,720447888.89,713796370.37,730032592.59,764781259.26,770900000.00,786555555.56,814303703.70,844040740.74,884329629.63,910481481.48,864566666.67,888677777.78,989188888.89,1072237037.04,1157207407.41,
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,7663938303.07,8067267030.62,8814309884.21,9608717288.17,8192413793.10,8427777777.78,8781333333.33,9250000000.00,10034444444.44,10285111111.11,11561111111.11,12986590909.09,13977727272.73,17035581395.35,26100930232.56,27464651162.79,31419534883.72,36210697674.42,39316279069.77,48310930232.56,59116511627.91,66327441860.47,67736744186.05,67556279069.77,59867743467.93,61965466666.67,60516123711.34,48029034482.76,60226413793.10,43536709104.01,48606952194.78,53453444786.63,60416519620.08,60037460783.19,58418666666.67,77389487770.09,70543211119.10,85837678559.83,91336763255.06,97972842461.51,117146466002.66,122911036746.73,92893587733.65,83620628582.11,112451400424.96,145513489651.87,183477522123.89,230364012575.69,315953388510.68,329787628928.47,393192354510.65,316482190800.36,372592062768.06,258930655486.37,214689614732.72,125449241571.39,112915034262.31,115883275162.59,102021093964.68,73014084091.30,42838020721.20,56614976854.55,89013255584.75,102376526555.95,119802963257.78,
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3262000000.00,3443000000.00,3797000000.00,4428000000.00,4484000000.00,4784000000.00,4244000000.00,4201000000.00,4324000000.00,4223000000.00,4089000000.00,3738000000.00,3565000000.00,3663000000.00,3798000000.00,3794000000.00,3923000000.00,4121000000.00,4229000000.00,4507000000.00,4672000000.00,,,
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,14094687820.74,26336616250.44,36658108850.31,25423812648.59,6293304974.59,6471740805.57,9613369520.42,9866990236.44,13180953598.17,16286433533.32,20736164458.95,24657470574.75,26843700441.55,27209602050.05,28683659006.78,31172518403.32,32685198808.55,35064105500.83,39552513231.92,45427854693.26,57633255738.20,66371664817.04,77414425532.25,99130304099.13,106014659565.21,147201173196.98,172595049183.93,195590661129.25,213708811665.34,233451469642.52,239258328381.74,257096001177.98,281353605986.90,310106478394.66,334365270496.67,346615738537.80,366474752771.01,413445230668.58,433857681378.29,476388230307.18,
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,119258835.34,121185497.57,113781795.82,114501912.52,117389554.19,144482515.37,131856420.70,126498935.34,139464173.55,158351368.43,154013202.12,168879207.24,201334169.05,209088824.61,200491853.17,233701301.49,249333250.08,261370044.49,272771209.11,262293410.71,268006972.69,272014627.84,257926881.72,262596535.55,314471413.00,364996869.13,394962433.03,439358586.54,516392922.51,590748429.40,592622319.15,670712979.68,770153588.22,747839697.75,758304466.25,773717010.55,759690180.95,804323576.86,880043284.40,914727908.14,936526267.62,909421043.51,950394006.53,1055031360.57,1115861055.72,1117972034.23,
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1366488391354.06,1443968549479.04,1544903390848.07,1670354539896.75,1831030283046.23,1995234672640.12,2162707523801.04,2294873084337.80,2479815244885.12,2739123953755.11,3004258440770.47,3319897075453.74,3834213544152.23,4688557691603.01,5419514194142.38,6035142144928.12,6560173647274.55,7416442857108.44,8779661745036.99,10155462903237.90,11452768541637.60,11843441094928.70,11719276657617.90,11962974794875.20,12427957579028.00,13016982447733.20,15348439146362.60,17472239624529.00,19524821807843.90,20395813960211.00,22922751084575.00,23920903881560.90,25546959069356.80,25974923485795.50,27961448359307.60,31245419629026.00,31968950237590.70,31870560107975.70,31733749169046.70,32782827769545.30,33898156427205.90,33690417699612.70,34991525564916.90,39243276986261.90,44225384449869.80,47900489808168.90,51923507284496.00,58525785801185.80,64311729364641.30,60982255960004.40,66811191491614.90,74309709353789.20,75960594595757.00,78034892841179.20,80054888775431.10,75621913961646.20,76831684012526.20,81839102917044.70,87050964956078.40,88483262418196.60,85912761035231.20,98140475264975.90,102251524725531.00,106741647821064.00,110982661180013.00,
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,45208337.61,53719568.97,62566116.38,82452985.37,93549610.93,93489282.55,85003077.70,98295671.03,108223444.25,122257392.88,125747037.96,118190654.68,121221651.62,111862823.57,109200934.33,95572172.98,100947848.64,111713922.14,133016065.42,122888609.72,125766269.76,125597205.42,132303041.36,133122897.20,221098106.51,224865731.38,249907868.77,285475591.90,269485244.16,255408060.26,258856139.80,266299591.48,281790134.21,333426188.42,407747565.10,476801793.16,499923757.78,573548459.83,641346191.66,628006115.42,680260907.15,744097050.17,773141661.17,797736334.28,796683519.59,824150498.65,843924796.70,884844384.46,878448433.40,912950466.06,868884902.95,859724936.06,889554711.84,1044909500.03,1175749785.65,
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5181776768.71,5015894692.97,5343950556.07,6341613609.98,6163484244.63,6735328609.66,7074394734.88,6295848422.72,6682677289.99,7180768692.02,7878762812.28,7899741278.75,7717143395.55,9413408574.49,9354907646.30,10468224574.75,11197246322.59,
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12643821568.96,14665445462.11,17959367194.01,21736802664.45,28019483763.53,12796345679.01,6496163615.66,6838298530.55,6322175565.95,7639325295.88,9679316770.19,9852990692.99,10693430511.47,11777532662.05,13867634371.48,16731566717.19,19063143369.86,21650528674.09,26910855807.29,25130278212.56,30906749533.22,32726417878.39,35401331609.59,40415233436.18,43228585321.33,42444490073.86,31317825274.15,26842229044.58,21606160663.03,,,,,,,
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,8748596500.56,9225996309.60,9813996074.40,10854195658.32,11955995217.60,13068994772.40,14211394315.44,15821393671.44,17124793150.08,19256992297.20,21218391512.64,23411076638.28,24515919216.89,33262772008.14,41389186094.60,42906905672.42,41150460287.62,45328411332.10,51607412901.85,63038658088.91,89411864402.43,93141472163.76,85904057409.36,96204110941.57,84870163365.93,64459376086.69,73354771399.26,96535763418.37,103976831870.96,108055624081.81,126048140141.87,135203698237.98,146956150986.64,147194747565.75,153512712381.84,171735933897.33,163234925380.56,168978057327.73,152982984557.23,151516957078.54,151752757215.31,135429905922.53,129087556612.45,197018965308.70,255806908594.57,288867217196.53,303858675363.64,333077117253.68,316131258616.31,329754060647.13,417363822801.71,458199494830.83,434400545085.81,400886013595.57,381198869776.11,346709790458.56,323585509674.48,381448814653.46,405260723892.52,389330032224.27,337974655408.06,419986284375.37,407596043067.89,381440724491.23,401144998373.59,
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,698739720.78,682359727.33,679279728.56,704339718.55,822639671.27,1061199575.94,1238999504.90,1340639464.28,1573739371.13,1926399230.21,1788779285.20,1653259341.29,1872416680.08,2434255237.00,2910981262.10,2442672140.95,2742859262.98,2515296939.61,2811032472.94,3353445378.15,3884530853.76,4008126497.36,3871117092.87,3321048451.15,2719518933.00,2252454500.15,1664413508.10,2265250972.35,3728878148.81,3994673161.03,3288381797.32,3376806697.12,3182810841.02,3273505343.86,3656806165.79,3806983413.16,3597220962.00,4303288479.71,3537741941.89,3404284890.53,3600632111.41,4094441301.21,4193850445.43,4901869764.06,6221110219.46,8331870169.15,12756858899.28,14056957976.26,17910858637.90,15328342303.96,20265559483.85,23459515275.58,25503060420.03,28037239462.71,27141023558.08,21251216798.78,20958412538.31,25873601260.84,26311507273.67,23308667781.23,18137764930.65,22096416932.01,29163782140.49,27577956471.24,25303185342.25,
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1053528036.43,1097206526.43,1118172225.65,1160103724.13,1217759447.00,1312105393.62,1282403936.38,1397715282.06,1480355354.94,1748891294.21,1885168339.11,2179828710.19,2679096596.58,3311043291.61,3984194614.20,4373532601.16,4320576876.79,4366610468.65,4353822342.62,5180102910.12,6682278300.26,8015464251.72,8544060905.16,7768031181.67,6355369172.00,5640137575.01,6220698246.73,6744657033.38,7818774176.84,8290553535.28,8788301546.04,8646000000.00,6755000000.00,6567250000.00,6894250000.00,7115000000.00,8557500000.00,8534000000.00,6405250000.00,6861500000.00,6693250000.00,6780750000.00,6345250000.00,5730500000.00,5808500000.00,5758250000.00,5446750000.00,5294750000.00,4418000000.00,9670750000.00,12047750000.00,14109000000.00,17123500000.00,19100750000.00,19505500000.00,19973250000.00,20559250000.00,51035657370.52,34141666666.67,33357695635.13,31980334561.31,41287673690.08,40757561708.77,35871779680.63,41539411516.44,
